x,y,mystery_feature
39.11999893188474,-10.707847595214858,2
19.1895751953125,-89.33935546875001,67
17.81634521484375,-37.5717010498047,110
2.212646484375,-61.756469726562514,68
25.669708251953125,-32.0349578857422,49
1.9200000762939737,-85.37353515625001,8
20.853546142578125,-64.63273620605467,49
20.872680664062727,-75.0400848388672,101
3.280029296875,-5.778839111328139,107
2.47998046875,-33.88430786132814,117
21.260751724243164,-39.29934692382814,7
39.30926513671875,-71.9434051513672,25
10.3731689453125,-2.504730224609389,50
27.24908447265625,-0.12037658691407671,76
1.4468841552733807,-89.33935546875001,30
2.065673828125,-39.29934692382814,119
19.22125244140625,-14.59910583496098,111
35.25474548339838,-89.33935546875001,29
27.810028076171875,-89.74066162109376,40
6.4199981689453125,-24.58140563964845,14
3.54547119140625,-40.31935119628908,64
18.84130859375,-37.90750122070314,26
32.55187988281273,-87.70172119140626,97
0.5,-40.9199676513672,56
37.82916259765625,-1.5393524169922017,93
10.5,-55.9207000732422,55
15.41998291015625,-5.843063354492202,100
21.199951171875,-52.9192352294922,114
9.6201171875,-26.3677215576172,38
25.551177978515625,-79.09934997558595,14
12.1356201171875,-84.70411682128908,68
6.789337158203125,-16.120559692382827,53
37.24000072479248,-25.27671813964845,8
1.199951171875,-62.9197235107422,116
7.1007080078125,-1.5393524169922017,36
5.6399993896484375,-8.842086791992202,31
15.639999389648438,-3.8418426513672017,30
37.054595947265625,-60.057250976562514,49
20.567138671875,-83.11196899414064,98
19.30926513671875,-71.9434051513672,27
31.700805664062614,-11.417350769042983,87
32.363983154296875,-75.37939453125001,27
22.82867431640625,-1.5393524169922017,93
36.6568603515625,-69.18963623046876,41
39.977294921875,-50.55935668945314,61
21.339996337890625,-83.31250000000001,18
26.55242919921875,-36.956420898437514,49
23.5,-70.14355468750001,35
30.52001953125,-21.6179656982422,60
1.5796508789061363,-28.25711059570314,47
13.359375,-26.42210388183595,90
39.64001464843727,-73.3547821044922,90
0.38702392578125,-40.5294647216797,86
35.45933532714844,-24.847976684570327,29
11.8682861328125,-90.81353759765626,103
20.640003204345675,-48.16355895996095,5
12.47998046875,-70.61816406250001,116
35.16082763671875,-69.87501525878908,49
4.80157470703125,-20.477546691894545,77
32.0452880859375,-73.40994262695314,73
16.98590087890625,-89.70838928222658,39
7.31072998046875,-79.69531250000001,79
7.800048828125,-35.0325164794922,120
27.291015625,-60.404846191406264,78
37.295440673828125,-44.95079040527345,47
17.066162109375,-39.29934692382814,119
35.65496826171875,-9.42369079589848,96
3.293548583984375,-79.09934997558595,58
7.783935546875,-89.33935546875001,60
25.639999389648438,-58.84440612792973,29
1.760009765625,-70.63182067871095,57
18.243408203125,-52.57740783691408,66
1.780029296875,-52.362548828125014,64
1.4989776611328125,-77.30848693847658,25
8.15704345703125,-24.22947692871095,81
16.291452407836914,-89.33935546875001,11
8.02557373046875,-75.51907348632817,101
0.9000244140627274,-17.791519165039077,95
0.21429443359375,-89.33935546875001,52
23.58624267578125,-30.57858276367189,74
12.432739257812614,-74.69157409667973,91
5.6658935546875,-56.35997009277345,114
35.553771972656136,-40.15473937988283,39
36.591552734375,-79.49301147460936,95
5.47998046875,-55.1296844482422,73
30.5,-80.9216766357422,53
30.31805419921875,-26.12936401367189,65
13.280029296875,-30.78030395507814,106
33.293548583984375,-79.09934997558595,55
22.0,-51.0232391357422,104
22.78369140625,-89.33935546875001,58
10.552886962890625,-79.09934997558595,19
11.18023681640625,-1.5393524169922017,49
12.70440673828125,-77.38488769531251,87
10.52001953125,-41.6189422607422,62
38.3809814453125,-1.5393524169922017,15
0.6400032043456747,-63.164260864257855,7
30.736572265625,-24.622695922851577,46
3.528350830078125,-30.597412109375014,54
31.4033203125,-49.5393524169922,116
10.191024780273438,-11.779350280761705,4
10.93206787109375,-40.31935119628908,96
16.757415771484375,-59.82484436035158,52
36.41999816894531,-9.58067321777348,11
37.24000024795532,-10.276016235351548,8
24.209716796875,-7.13572692871098,66
9.94329833984375,-2.742675781249986,87
20.640003204345675,-68.1645050048828,5
22.9755859375,-68.70834350585936,75
35.63999938964844,-68.84489440917973,28
37.800048828125,-15.031539916992202,117
2.724609375,-70.27038574218749,98
3.7685546875,-13.535949707031264,67
32.0,-26.0217742919922,103
25.41998291015625,-45.8450164794922,99
37.800048828125,-63.1438446044922,117
0.2521438598633381,-49.5393524169922,19
1.3944091796873863,-30.585647583007827,86
18.5,-71.54693603515626,11
25.552154541015568,-79.09934997558595,16
5.47998046875,-65.1301727294922,73
1.780029296875,-82.36376953125001,64
8.500003814697266,-21.544555664062514,12
15.47998046875,-55.1296844482422,72
30.900024414062727,-22.791519165039077,92
21.18023681640625,-1.5393524169922017,48
17.365554809570312,-89.33935546875001,16
32.649139404296875,-26.23934936523439,41
24.94000244140625,-49.2269744873047,17
17.24000072479248,-20.27647399902345,10
23.919998168945312,-39.33700561523439,0
23.280029296875,-25.77981567382814,105
15.820617675781307,-39.63484191894533,38
28.500003814697266,-16.544372558593764,10
8.184967041015625,-49.871276855468764,50
3.294036865234375,-79.09934997558595,59
25.54644775390625,-5.110229492187543,85
14.680419921875,-1.1589736938476705,87
36.1217041015625,-1.5393524169922017,53
21.381134033203125,-40.5298309326172,51
5.93206787109375,-40.31935119628908,96
27.782958984375,-89.33935546875001,56
22.661315917968864,-33.1389617919922,45
12.609100341796875,-39.29934692382814,59
14.656829833984375,-25.72618103027345,53
27.45159912109375,-44.35206604003908,46
17.366409301757812,-89.33934020996095,18
33.522125244140625,-79.39419555664064,48
28.288028717041044,-1.5393524169922017,3
23.2003173828125,-9.82566833496098,47
11.920001983642607,-3.638000488281264,7
32.075439453125,-40.59791564941408,84
14.22503662109375,-65.39450073242186,86
5.47998046875,-45.1291961669922,73
12.39984130859375,-35.46865844726564,53
36.651611328125,-15.884887695312514,74
30.900024414062727,-32.79200744628908,92
39.20068359375,-51.72154235839845,48
8.5452880859375,-39.2150115966797,68
5.6399993896484375,-3.8418426513672017,31
32.47998046875,-3.882843017578139,114
33.12762451171875,-10.08029174804689,106
5.199996948242202,-41.79043579101564,3
30.252143859863338,-49.5393524169922,16
7.68000030517581,-36.48458862304689,15
35.55166625976557,-79.09934997558595,14
13.1195068359375,-35.85804748535158,110
8.500001907348633,-46.545776367187514,12
29.640014648437273,-3.3518524169922017,91
25.706710815429688,-22.959777832031264,26
30.042114257812614,-79.07472229003908,89
24.279602050781307,-76.5784149169922,38
14.94000244140625,-44.2267303466797,18
18.755126953125,-89.33935546875001,62
23.280029296875,-40.78079223632814,105
9.1392822265625,-84.15077209472658,113
27.240000247955322,-63.38914489746095,9
2.589141845703125,-71.43185424804689,52
1.199951171875,-27.9177703857422,116
0.6399993896484375,-18.1621551513672,7
8.582641601562727,-78.52265930175786,99
17.24908447265625,-0.12037658691407671,77
23.280029296875,-45.78079223632814,105
34.19720458984375,-66.3459930419922,65
14.97705078125,-50.55935668945314,63
31.464538574218864,-57.02468872070314,40
7.3763427734375,-80.37751770019536,78
11.686065673828125,-77.21109008789064,47
12.976142883300753,-11.779350280761705,15
16.739990234375,-76.69580078125001,73
10.01910400390625,-37.13294982910158,78
38.179931640625,-50.33201599121095,38
1.476226806640625,-11.779350280761705,2
16.606201171875,-89.33935546875001,120
19.98651123046875,-89.05227661132817,51
27.253112792968864,-8.729690551757827,44
33.926177978515625,-2.256683349609389,42
12.450317382812614,-65.35957336425786,85
15.420013427734375,-86.97485351562501,60
36.67999267578125,-25.977920532226577,99
15.199996948242202,-16.789260864257827,2
31.199951171875,-77.9202117919922,113
7.694671630859375,-89.33935546875001,36
25.639999389648438,-33.8433074951172,29
5.9090576171875,-84.60874938964845,109
7.13812255859375,-80.40144348144536,89
26.739990234375,-31.693359375000014,72
1.9200019836426065,-13.63845825195314,8
9.034423828125,-11.779350280761705,65
13.878280639648438,-80.1448211669922,29
38.5452880859375,-39.2150115966797,65
36.374603271484375,-1.5393524169922017,24
18.208160400390625,-55.21278381347658,24
21.920000076293974,-70.37286376953126,6
5.7599945068359375,-59.843017578125014,32
5.11700439453125,-79.3329620361328,112
31.16380310058588,-8.663475036621108,25
27.4970703125,-2.1744461059570455,75
6.4199981689453125,-14.58091735839848,14
13.54644775390625,-40.31935119628908,65
8.500003814697266,-6.543884277343764,12
23.280029296875,-15.77932739257814,105
35.75999450683594,-69.84350585937501,29
13.919998168945312,-84.33911132812501,1
8.347244262695312,-79.45593261718749,35
2.4801025390625,-17.009780883789077,110
19.91326904296875,-82.46191406250001,47
4.626922607421875,-30.189575195312514,50
4.73065185546875,-73.36355590820314,77
39.8868408203125,-2.055908203124986,109
29.640014648437273,-13.352340698242202,91
36.739990234375,-51.694335937500014,71
35.9090576171875,-84.60874938964845,106
29.640014648437273,-73.3547821044922,91
0.8726806640627274,-75.0400848388672,103
11.66387939453125,-8.24844360351564,86
7.800048828125,-10.031539916992202,120
27.68000030517581,-71.96983337402345,13
25.031127929687273,-36.62991333007814,96
22.47998046875,-80.61865234375001,115
26.11981201171875,-70.01466369628908,85
34.270385742187386,-59.50314331054689,88
5.385955810546875,-89.33935546875001,24
16.088151931762695,-49.5393524169922,8
35.75999450683594,-39.842041015625014,29
30.5,-20.9189910888672,53
29.06005859375,-36.790527343750014,119
17.240000247955322,-15.276260375976577,10
18.015258789062727,-32.656127929687514,97
34.99078369140625,-51.82514953613283,94
7.034088134765625,-5.870231628417983,43
24.033447265625,-11.779350280761705,62
33.3955078125,-11.779342651367202,58
30.3731689453125,-2.504730224609389,48
2.4306640625,-69.28421020507817,91
14.43865966796875,-90.49873352050786,77
20.639999389648438,-23.1623992919922,5
10.130645751953125,-67.33253479003908,47
35.73394775390625,-74.65325927734376,77
33.5,-60.143066406250014,34
7.381134033203125,-33.12519836425783,27
25.41998291015625,-20.8435516357422,99
35.93634033203125,-19.942031860351577,77
1.4241943359373863,-60.46778869628908,86
1.81744384765625,-10.50613403320314,89
23.287784576416044,-1.5393524169922017,3
22.34063720703125,-47.1352996826172,33
21.4033203125,-49.5393524169922,117
27.106353759765625,-12.807006835937543,40
29.119998931884737,-5.7076187133789205,3
29.074493408203125,-54.79176330566408,48
3.394287109375,-11.779350280761705,58
30.75958251953125,-55.51243591308595,83
36.739990234375,-71.69531250000001,71
15.339874267578125,-61.64659118652345,23
26.18182373046875,-70.93551635742186,66
13.5997314453125,-15.563858032226577,79
28.287555694580078,-1.5393524169922017,2
35.1190185546875,-83.67160034179689,103
28.440124511718864,-21.741638183593764,43
12.47998046875,-13.88333129882814,116
13.919998168945312,-49.337463378906264,1
6.739990234375,-1.69189453125,74
25.41998291015625,-25.8440399169922,99
18.716918945312614,-74.76199340820314,80
19.676513671875,-55.67739868164064,111
5.41998291015625,-30.8440399169922,101
17.239999771118192,-53.3887176513672,10
37.24000120162964,-78.38987731933595,8
33.5,-70.14355468750001,34
2.47998046875,-85.61914062500001,117
30.831665039062727,-50.55935668945314,93
30.5,-40.9199676513672,53
23.878280639648438,-80.1448211669922,28
0.42242431640625,-88.93069458007817,113
24.3828125,-89.33935546875001,72
27.8709716796875,-11.238700866699261,51
19.865905761718693,-39.29934692382814,15
5.301177978515625,-89.23516845703126,51
36.67999267578125,-30.977920532226577,99
5.6399993896484375,-73.84513854980467,31
24.86614990234375,-39.29934692382814,15
17.03228759765625,-32.7456512451172,39
11.092407226562727,-23.12437438964845,99
10.853454589843864,-75.32525634765626,46
7.45159912109375,-44.35206604003908,48
6.60919189453125,-46.24172973632814,110
29.06005859375,-21.789550781250014,119
27.31072998046875,-79.69531250000001,77
15.3638916015625,-53.172119140625014,111
33.3800048828125,-12.819381713867202,33
2.0,-56.0232391357422,106
3.5,-40.142089843750014,37
10.52001953125,-71.6201629638672,62
38.7509765625,-47.004333496093764,37
17.810028076171875,-89.74066162109376,41
17.2562255859375,-40.87086486816408,111
12.330810546875,-35.60459899902345,86
22.96844482421875,-72.52903747558595,23
31.155349731445312,-45.656433105468764,23
31.087907791137695,-49.5393524169922,6
35.1999969482422,-66.79162597656251,0
26.40283203125,-49.5393524169922,116
7.049697875976619,-26.54385375976564,26
35.6658935546875,-56.35997009277345,111
33.5,-45.142333984375014,34
30.640003204345675,-68.1645050048828,4
1.9200000762939737,-33.639404296875014,8
3.754913330078125,-67.81448364257817,36
19.06005859375,-1.78857421875,120
0.6399993896484375,-38.16310119628908,7
26.54248046875,-6.447212219238267,107
39.094085693359375,-34.48738098144533,45
37.0921630859375,-29.89559936523439,74
8.500001907348633,-36.545288085937514,12
2.34063720703125,-47.1352996826172,35
31.18023681640625,-1.5393524169922017,47
38.66668701171875,-44.31277465820314,77
11.837188720703125,-66.48860168457033,51
14.786956787109375,-27.11325073242189,50
30.668701171875,-49.5393524169922,55
6.261453628540039,-39.29934692382814,10
28.659545898437273,-55.57479858398439,96
39.28704833984375,-79.99632263183595,101
26.67999267578125,-40.97840881347658,100
35.420013427734375,-86.97485351562501,58
12.0,-36.0222625732422,105
23.3800048828125,-17.8196258544922,34
10.80462646484375,-39.24667358398439,97
17.13812255859375,-80.40144348144536,88
3.947265625,-78.23814392089845,105
5.199996948242202,-86.79257202148439,3
16.420001983642578,-84.58421325683595,13
3.280029296875,-45.78079223632814,107
4.30908203125,-1.5393524169922017,121
1.1239013671875,-1.5393524169922017,61
18.52490234375,-84.10409545898439,97
26.419998168945312,-34.58189392089845,12
15.93170166015625,-40.27647399902345,96
24.86572265625,-39.29934692382814,14
27.239999771118192,-53.3887176513672,9
17.68000030517581,-36.48458862304689,14
0.6030426025390625,-49.28536987304689,34
32.91136169433594,-37.81942749023439,22
10.357421875,-12.59024047851564,91
30.39739990234375,-79.91174316406251,99
19.640014648437273,-53.3542938232422,92
21.780029296875,-77.36352539062501,62
11.780029296875,-57.362548828125014,63
39.608856201171875,-67.99624633789064,36
2.311309814453125,-71.17733764648439,24
0.52001953125,-81.6206512451172,63
7.608856201171875,-39.29934692382814,59
10.55999755859375,-9.361320495605483,19
9.20068359375,-51.72154235839845,51
28.3814697265625,-1.5393524169922017,17
33.5,-80.14404296875001,34
11.551483154296875,-24.743118286132827,39
28.716918945312614,-74.76199340820314,79
30.923767089843807,-69.75935363769536,25
27.608856201171875,-39.29934692382814,57
23.919998168945312,-69.33840942382817,0
30.552398681640568,-79.09934997558595,16
38.243408203125,-52.57740783691408,64
30.550933837890597,-79.09934997558595,13
31.1219482421875,-1.5393524169922017,54
37.391845703125,-61.93934631347658,106
39.28271484375,-80.70819091796876,20
14.515838623046875,-17.012283325195327,32
26.1226806640625,-1.5393524169922017,56
25.36767578125,-26.23934936523439,111
10.5,-80.9216766357422,55
32.6781005859375,-13.428901672363267,25
9.608642578125,-25.61886596679689,33
36.41999816894531,-34.58189392089845,11
15.759994506835938,-39.842041015625014,31
3.3800048828125,-2.8188934326172017,36
33.38652038574219,-57.82138061523439,33
19.28271484375,-80.70819091796876,22
15.81236267089838,-75.14584350585936,34
30.669677734375,-49.5393524169922,57
36.30680847167969,-56.31777954101564,26
5.99407958984375,-47.99244689941408,49
32.47998046875,-80.61865234375001,114
22.0,-16.0217742919922,104
16.45855712890625,-77.13061523437501,89
32.14373779296875,-80.38346862792973,86
39.42236328125,-90.86756896972658,75
20.639999389648438,-38.16310119628908,5
6.67999267578125,-10.976943969726548,102
1.9200000762939737,-80.37329101562501,8
11.1229248046875,-1.5393524169922017,58
11.20379638671875,-21.802551269531264,109
10.851409912109375,-82.74192810058595,43
30.93206787109375,-40.31935119628908,94
16.18048095703125,-1.5393524169922017,49
15.683258056640625,-89.33935546875001,47
29.64825439453125,-17.231384277343764,88
37.24000024795532,-15.276260375976577,8
19.640014648437273,-73.3547821044922,92
39.608642578125,-25.61886596679689,30
35.07427978515625,-11.848632812499986,109
9.06005859375,-71.79199218750001,121
16.171478271484375,-3.847839355468764,45
14.391204833984375,-18.54105377197267,43
12.7841796875,-89.33934020996095,60
33.87828063964844,-80.1448211669922,27
5.576141357421875,-31.321914672851577,26
4.8316650390625,-63.907714843750014,113
25.07427978515625,-11.848632812499986,110
12.311309814453125,-71.17733764648439,23
3.185089111328125,-20.29452514648439,50
19.82275390625,-1.5393524169922017,115
12.752777099609375,-73.9814910888672,47
20.5,-15.918746948242202,54
24.02154541015625,-4.893325805664048,47
21.760009765625,-35.14675903320314,55
10.639999389648438,-43.16331481933595,6
6.739990234375,-51.694335937500014,74
17.065185546875,-39.29934692382814,116
9.82275390625,-1.5393524169922017,116
39.47088623046875,-40.399047851562514,76
15.639999389648438,-43.8437957763672,30
10.791015625,-65.65885925292973,97
21.15399169921875,-68.49562072753908,74
17.82916259765625,-1.5393524169922017,95
19.977783203125,-50.55935668945314,64
29.640014648437273,-8.351852416992202,91
5.71307373046875,-77.77577209472658,110
20.52001953125,-6.617233276367202,61
2.632598876953125,-74.47370910644536,51
25.47998046875,-65.1301727294922,71
21.9508056640625,-77.87466430664064,78
15.759994506835938,-44.842285156250014,31
9.06695556640625,-59.44807434082033,66
8.03448486328125,-59.519348144531264,25
14.99114990234375,-65.05697631835936,91
0.8856048583984375,-89.33935546875001,8
26.67999267578125,-55.97938537597658,100
12.93389892578125,-68.67068481445314,66
23.626831054687273,-83.71676635742186,100
9.625,-90.29953002929689,110
4.514892578125,-61.93934631347658,76
32.55450439453125,-39.16976928710939,109
37.68000030517581,-71.96983337402345,12
0.6400032043456747,-53.16380310058595,7
35.25189971923834,-49.5393524169922,15
27.800048828125,-78.1443328857422,118
10.8697509765625,-33.14662170410158,77
0.5,-50.9204559326172,56
32.632598876953125,-74.47370910644536,48
14.082550048828125,-46.0978240966797,45
6.1217041015625,-1.5393524169922017,56
10.6971435546875,-3.6794967651367045,109
30.603042602539062,-49.28536987304689,31
27.65582275390625,-57.85934448242186,89
5.169921875,-26.23934936523439,81
38.394287109375,-11.779350280761705,55
6.98590087890625,-89.70838928222658,40
32.0,-31.0222625732422,103
10.52001953125,-16.6177215576172,62
15.41998291015625,-50.8450164794922,100
17.68000030517581,-31.48434448242189,14
10.64422607421875,-60.164550781250014,98
16.1217041015625,-1.5393524169922017,55
22.7841796875,-89.33934020996095,59
7.2400007247924805,-20.27647399902345,11
28.02557373046875,-75.51907348632817,99
0.927581787109375,-72.26861572265626,48
13.76104736328125,-64.4734344482422,90
12.976631164550838,-11.779350280761705,16
23.287307739257784,-1.5393524169922017,2
15.706710815429688,-22.959777832031264,27
0.5,-25.9192352294922,56
23.919998168945312,-89.33935546875001,0
17.782958984375,-89.33935546875001,57
2.65631103515625,-57.85934448242186,92
1.780029296875,-57.362548828125014,64
35.125396728515625,-52.91665649414064,46
32.36482238769531,-89.33935546875001,13
29.792236328125,-16.931457519531264,24
22.37164306640625,-80.42707824707033,77
37.800048828125,-88.1448211669922,117
21.920000076293974,-38.639648437500014,6
26.739990234375,-6.692382812499986,72
11.650634765625,-72.61349487304689,48
23.030517578125,-60.5430145263672,85
0.52001953125,-36.6186981201172,63
21.780029296875,-82.36376953125001,62
39.6201171875,-26.3677215576172,35
22.632598876953125,-74.47370910644536,49
23.024261474609375,-1.5393524169922017,44
31.780029296875,-87.36401367187501,61
21.760009765625,-75.63206481933595,55
23.78448486328125,-89.90740966796876,88
22.78173828125,-89.33935546875001,54
0.359375,-11.28074645996098,111
38.409332275390625,-80.46507263183595,38
32.518798828125,-1.5393524169922017,103
36.72943115234375,-44.775024414062514,74
3.293060302734375,-79.09934997558595,57
35.47998046875,-75.1306610107422,70
8.394775390625,-11.779342651367202,59
9.792236328125,-16.931457519531264,26
23.511474609375,-4.46141052246098,24
2.977119445800838,-11.779342651367202,18
15.45172119140625,-51.783508300781264,78
25.2935791015625,-1.7271804809570455,108
2.608123779296875,-39.29934692382814,58
31.199951171875,-72.9202117919922,113
21.920000076293974,-23.638916015625014,6
18.16644287109375,-75.52505493164064,67
7.468017578125,-60.711547851562514,46
28.16644287109375,-75.52505493164064,66
15.92315673828125,-69.75935363769536,25
8.66668701171875,-44.31277465820314,80
23.76104736328125,-64.4734344482422,89
38.578887939453125,-79.09150695800786,37
39.7249755859375,-70.45402526855467,43
20.52001953125,-36.6186981201172,61
20.61907958984375,-90.76339721679689,110
16.52001953125,-24.888687133789077,79
15.553771972656136,-40.15473937988283,41
28.600128173828125,-33.21983337402345,47
6.4199981689453125,-44.5823211669922,14
16.420001983642578,-74.5837860107422,13
12.239288330078125,-81.50503540039064,28
33.39501953125,-11.779342651367202,57
18.184967041015625,-49.871276855468764,49
23.5,-15.140869140625014,35
18.500001907348633,-41.545532226562514,11
32.37164306640625,-80.42707824707033,76
21.579650878906136,-28.25711059570314,45
4.626068115234375,-25.88426208496095,53
31.981903076171875,-80.19625854492186,44
23.5,-20.141113281250014,35
30.639999389648438,-18.1621551513672,4
17.22198486328125,-0.48566436767580967,78
19.91534423828125,-29.55503845214845,47
36.90557861328125,-90.22760009765626,100
36.19732666015625,-50.78028869628908,78
5.683258056640625,-89.33935546875001,48
5.6399993896484375,-33.8433074951172,31
30.831939697265625,-38.51010131835939,39
35.239471435546875,-7.837448120117202,36
24.7540283203125,-38.739257812500014,77
2.82818603515625,-1.5393524169922017,94
37.833465576171875,-12.34488677978517,37
28.287078857421875,-1.5393524169922017,1
20.5,-40.9199676513672,54
32.783203125,-89.33935546875001,56
38.287078857421875,-1.5393524169922017,0
36.42000198364258,-54.5828094482422,11
25.704193115234375,-29.84219360351564,30
39.06005859375,-31.790039062500014,118
20.851409912109375,-82.74192810058595,42
13.938812255859375,-82.68040466308595,38
38.687866210937386,-55.09486389160158,78
12.4801025390625,-17.009780883789077,109
22.80584716796875,-25.647888183593764,74
3.5,-50.142578125000014,37
17.106353759765625,-12.807006835937543,41
23.280029296875,-50.78128051757814,105
8.035461425781307,-59.519348144531264,27
25.211029052734375,-50.96907043457033,44
3.38031005859375,-1.5393524169922017,17
36.11700439453125,-1.5393524169922017,98
31.780029296875,-77.36352539062501,61
16.26145362854004,-39.29934692382814,9
5.47998046875,-20.1282196044922,73
25.58026123046875,-90.16052246093749,110
17.82879638671875,-85.80572509765626,38
0.567138671875,-83.11196899414064,100
11.088884353637695,-49.5393524169922,10
17.65582275390625,-57.85934448242186,90
25.25092315673828,-49.5393524169922,14
18.37957763671872,-1.5393524169922017,14
15.250923156738281,-49.5393524169922,15
29.888793945312727,-11.779350280761705,94
3.9199981689453125,-64.3381805419922,2
9.153656005859375,-62.429321289062514,47
9.64825439453125,-17.231384277343764,90
32.36433410644531,-89.33935546875001,12
25.1999969482422,-26.789733886718764,1
39.54351806640625,-31.048950195312514,64
0.2511672973633381,-49.5393524169922,17
27.03228759765625,-32.7456512451172,38
33.030517578125,-60.5430145263672,84
4.785125732421875,-43.988891601562514,43
30.44378662109375,-1.5393524169922017,63
8.51947021484375,-78.98011779785158,86
13.5040283203125,-1.5393524169922017,11
21.16448974609375,-86.71633911132817,104
1.4645385742188637,-57.02468872070314,43
36.99993896484375,-65.96453857421876,99
37.5902099609375,-62.14761352539064,105
21.20379638671875,-21.802551269531264,108
10.900024414062727,-60.628417968750014,94
25.0750732421875,-0.7184143066406392,110
30.43621826171875,-12.678092956542983,75
20.639999389648438,-3.1614532470703267,5
5.41998291015625,-45.8450164794922,101
6.4199981689453125,-4.58042907714848,14
30.5,-10.918502807617202,53
15.92095947265625,-28.342910766601577,26
24.082550048828125,-46.0978240966797,44
31.780029296875,-57.362548828125014,61
11.4033203125,-49.5393524169922,118
21.199951171875,-7.916793823242202,114
37.5631103515625,-67.14329528808595,105
9.8868408203125,-2.055908203124986,112
15.639999389648438,-18.8425750732422,30
31.760009765625,-55.63133239746095,54
38.50000190734863,-26.544799804687514,9
6.18182373046875,-70.93551635742186,68
12.241516113281307,-11.820304870605483,38
33.91680908203125,-70.13833618164064,83
23.528350830078125,-30.597412109375014,52
35.1999969482422,-36.7902069091797,0
0.5,-15.918746948242202,56
3.287784576416044,-1.5393524169922017,5
11.760009765625,-50.63108825683595,56
30.640003204345675,-53.16380310058595,4
34.88952636718727,-11.781295776367202,94
0.9000244140627274,-70.62890625000001,95
9.59954833984375,-0.2825775146484517,88
18.517211914062727,-37.70503234863283,98
28.5,-86.54766845703126,10
35.81236267089838,-75.14584350585936,32
18.46685791015625,-13.54440307617189,98
36.40234375,-49.5393524169922,114
25.41998291015625,-50.8450164794922,99
27.833465576171875,-12.34488677978517,38
21.780029296875,-62.362792968750014,62
2.08734130859375,-1.6181335449218892,80
23.01702880859375,-73.55720520019536,111
37.065673828125,-39.29934692382814,115
21.199951171875,-22.9177703857422,114
39.977783203125,-50.55935668945314,62
34.182647705078125,-64.08406066894536,45
10.640003204345675,-48.16355895996095,6
31.397064208984375,-42.58486938476564,22
10.640003204345675,-78.1649932861328,6
19.06005859375,-86.79248046875001,120
13.03826904296875,-65.77351379394536,106
19.06005859375,-71.79199218750001,120
9.640014648437273,-18.3523406982422,93
0.31805419921875,-26.12936401367189,68
13.47607421875,-15.687339782714858,113
11.261240005493164,-39.29934692382814,9
16.92413330078125,-56.436233520507855,96
37.518798828125,-1.5393524169922017,103
38.272857666015625,-39.4197235107422,45
15.47998046875,-80.1306610107422,72
17.00799560546875,-48.32089233398439,66
8.37646484375,-7.213562011718764,113
36.42000198364258,-59.5830535888672,11
15.199996948242202,-76.79208374023439,2
22.77325439453125,-47.147705078125014,79
29.6201171875,-26.3677215576172,36
37.3116455078125,-16.87039947509767,42
7.253112792968864,-8.729690551757827,46
12.783203125,-89.33935546875001,58
4.5953369140625,-90.82096862792973,111
10.900024414062727,-55.628417968750014,94
37.810028076171875,-89.74066162109376,39
5.93634033203125,-19.942031860351577,80
13.919998168945312,-39.33700561523439,1
3.3800048828125,-27.8201141357422,36
10.900024414062727,-12.791519165039048,94
10.550933837890597,-79.09934997558595,15
20.10595703125,-88.20510864257817,86
