feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6
132.31513460122207,-710.7352135303578,293.14704432526764,90.91355467228931,64.26662466364591,-349.03013225131036,-74.33544438521936
246.14286338099612,-646.1779454655682,306.53038259447897,-8.641949238953625,51.700888063517475,-352.7295727169967,-73.59674725698996
45.9940706629983,-661.9291871572539,447.5271362742369,-66.94262815339383,79.7543208772939,-277.70003402663934,-75.3629609757654
193.0395934244207,-534.8211585464924,350.5658843184063,-132.1136729905941,62.80387741378726,-355.01178558210034,-76.60897239295913
245.269811954835,-487.4367927872474,417.6092734557233,-64.55662923304953,64.53796351243636,-141.98511612939757,-74.56126382061413
402.2859158692871,-449.8284934616386,421.31675974930084,64.4773445965716,33.41263996298529,-163.58797254071683,-76.18420456581494
277.16238208181613,-403.0955633943377,104.7710489952587,-90.8705187793351,62.939092562470904,-531.1762210457672,-74.7576366032823
294.9701709814894,-571.4440890322184,108.27438687369579,162.2853694234136,67.73041691354611,-522.6731121109291,-75.06580575674559
239.49971596517548,-561.5646585904831,255.6785779124437,-4.349494701388544,80.55718105626123,-517.1485676497716,-73.22413694170184
221.89998239153093,-676.2170104936372,279.61783238391985,83.10681704439318,27.85951090919437,-561.8166764606499,-74.78682777467915
201.26759686577773,-761.0491589221733,281.35044935925157,-40.45361660014913,33.54882013138473,-567.5304022542985,-75.05215513139989
109.30235414432995,-526.8962384611009,282.60739600152664,132.06997917376492,53.56458798981492,-517.170893525526,-74.28902974939388
441.0126673350129,-598.2102366209465,101.34652921904801,-21.624868180585384,83.06462992359455,-500.0999206502872,-73.27235077705103
328.72747731940603,-720.8221151923376,253.32533551227283,-33.03169320708769,24.92986243783309,-309.1703915858542,-75.59271956324827
339.29591279897863,-674.4355862363158,295.5621860670815,-60.90189828036911,67.20732927737663,-386.7324153687253,-75.75564916333194
245.68987541432602,-611.9647000805875,358.3205964252046,73.58007246021404,43.5882509105071,-165.19232434635487,-74.1989115315471
392.10645676154803,-771.7475580600612,208.7094201140156,32.989690832646396,79.84833068378904,-369.6596682549714,-73.51006831381736
262.3678948678385,-467.9516454817272,427.1584601607895,172.32258797236332,29.632907938838816,-288.384445960263,-72.62818847752912
221.71912106521182,-414.52928202416933,332.1482840933798,-119.60683684449484,81.96556524009392,-403.74599371263605,-74.23077641370472
265.15009501421,-502.38280622401925,236.08482771150986,-2.079836584383724,52.7977121613649,-322.5484545424252,-77.07551980584442
50.10855077867126,-528.1906545103852,480.42669528009424,13.145862757782304,26.501900548682823,-361.14762564301344,-75.16154041912239
258.4766157160815,-610.8285078211288,339.4372152741232,-115.58817401934508,63.99905649230714,-394.48790786542185,-73.12811139733044
340.5001691424016,-572.5243617410655,279.1835002271584,110.79234865786286,41.415230598187975,-569.9245895450406,-75.23105609466701
242.42112359507027,-598.4941062550897,424.56851140636536,-54.51418690092506,65.74846472525215,-306.64189112291467,-74.90806589625558
278.9071029635318,-538.9130218861399,440.6680906070117,-158.68921311498997,34.42600944168031,-289.70159766308916,-74.15323654681512
165.1091926928081,-686.0203971909464,339.55804945121497,-157.03060921649634,69.90263634044655,-252.1190808552462,-75.6068855751582
36.76671285334271,-537.0263360086055,384.01758279971136,-22.382838637566447,6.119109139673263,-169.79666587222005,-75.39444051957216
274.7503643273677,-682.2564845095054,412.4051900194464,-14.974018104220598,62.86814216121188,-225.89626867642968,-76.32029711203984
105.40524495539209,-634.3070508181173,418.42436883806056,123.95013838252414,9.616566032209613,-261.02750771112443,-75.25384257884916
143.86792659606337,-523.6613901104894,218.5794539334232,-59.420046791449955,70.5598043140261,-365.00113275978856,-75.22709183381258
242.10291292264432,-498.5161419233405,373.9890267974757,99.33215919689577,41.545323356508696,-107.56986972501072,-75.25954234206931
346.35319027968086,-644.6073212202259,280.4011970652691,0.7232133463085546,33.797987391472745,-372.4963341550312,-74.83819020379055
190.14674269608147,-428.99331070612715,315.0176685005468,-113.52194559631027,19.00089383023637,-274.5940276891612,-75.76460243891086
220.7112732895679,-511.0493901255352,300.3351845576548,46.46921967113218,73.22530449369428,-534.8433740390094,-73.83761568194906
315.68154151736826,-700.8084515827377,243.77212787644595,49.28247914962662,55.16017243391123,-575.0297606735872,-73.67240298207057
244.42709529027238,-606.4215506896145,85.71671513248741,67.37090404605759,87.3306911287444,-399.9572083811181,-76.21426528514183
140.1608810096568,-679.2428500328175,206.71398652231403,-129.25350624099337,67.8546044693247,-456.11950491733285,-75.83794535493422
231.2810627764278,-532.8488615368964,246.2898438985075,-37.461577602859506,69.69971615279913,-418.4574836112755,-74.8751909356642
278.5286288892,-651.694517065625,403.76079010827067,157.40711087686933,77.75468819353124,-256.1099182507513,-74.95334597137263
271.9556055005421,-606.5775523563011,360.85003177936835,-69.73741756248144,55.710219033674186,-344.8378231698796,-74.25756102188022
241.72427972817974,-564.4028276571196,397.18483899006316,130.70589136126847,57.444118079654935,-208.70684084073127,-74.46783502088395
180.3747111185548,-439.29418302895414,282.7283661327785,-59.24906435656719,15.032769529571972,-573.9972964841829,-75.28732814756394
199.1187490784856,-512.552191369566,362.8125166330896,69.73889705987526,66.52837657484892,-194.54875305986408,-74.50185751935764
328.4948110782209,-616.7118461461682,426.036705259248,3.8869608798128654,46.73467261042301,-172.64573035962727,-74.60473952455756
175.24421614144367,-545.5376574210201,239.76899507738548,-34.12066821421248,103.15447223219186,-430.61232885844436,-74.49519797810004
139.8195982410146,-588.121913440017,358.2616692376392,-44.54466763323478,43.596766365291394,-363.9460314200038,-75.55083714811049
485.6720837840396,-767.6239278058398,193.25907845695357,-66.64815704623635,78.51140743224299,-449.6607014647055,-73.96069828466888
223.03050828882846,-614.1728581457082,312.20796840191224,-43.26325606495677,46.98041575193211,-326.0937122244014,-75.35188937616631
102.54620104502486,-560.1068787133725,479.7174931862797,231.15374617806646,38.375178219235686,-182.8280911382513,-77.41832786310451
328.41048777468905,-492.93016788796234,349.1763553557341,118.0575711514114,48.34071242676647,-190.86635503394126,-74.04551608873074
385.7085518827999,-779.6584060572692,252.1323005115679,73.09161158980238,31.971455214395515,-306.33092743242906,-74.90728264070843
276.5404321607657,-565.4096750492578,361.6614056789752,-80.1888865815915,75.79057848457519,-278.3833492014944,-75.53580757905749
297.9854629623636,-593.9767913656507,453.9041946672963,196.0757068771562,49.94605310905859,-78.03016633851462,-76.1478808372855
253.47380667768653,-578.3991924994167,297.1278060862703,31.21334398104579,64.9211222266333,-413.1210193214215,-74.87495214704153
184.23364015180388,-592.5012752005213,429.7429764098432,108.6117754324692,61.327935117530444,-98.90185718953829,-75.09570678845502
320.0084061597162,-593.7069033222058,284.60078258567336,202.35010492090686,46.51437138497649,-287.222148405565,-74.49299180701883
190.7520148165963,-521.0701314370426,367.2501140673146,-79.33471527157545,8.511785614952444,-251.04999364056323,-75.15208102085425
197.5484243062824,-406.7756637869602,219.14324860622207,51.89473373529882,82.00932900819285,-398.8393438054997,-76.00222712121199
361.5362225422651,-693.0468710301938,461.3443190954544,161.09659791813928,47.93275080848209,-422.7903446102951,-75.64953239137782
292.44384508809065,-527.5613260200174,401.67237986413016,-0.22509718155698266,77.9207206430426,-125.65722597253722,-74.88594277449964
99.36073435945278,-544.3317522553334,293.45213623398394,-23.824950939699658,37.469061528579815,-343.57829686714865,-74.43549034059527
255.28189119224768,-499.99116917132494,328.1228502596325,38.82070956460547,61.486228372877534,-285.00061488152335,-75.79684295595159
275.8208119292338,-569.1321119644807,380.16008382316284,-84.26783287323711,57.80809047902842,-342.3753430597534,-75.05551986055633
143.36116598968357,-618.6019113892028,95.51933429914244,-133.49453270337307,11.941115564222232,-406.11370347596426,-75.1750123026542
-37.082777201132394,-428.8137013464254,298.54317968306646,-6.1532046027622656,73.6223299225974,-287.2889484119332,-73.96830896197311
170.73875812387462,-508.78263819750975,251.9966607298824,-139.71080075706072,94.54336702349562,-298.0215298184421,-74.56463580134677
301.2964377240732,-725.2410787982593,194.95883398598443,153.68319507701253,38.77544863489776,-416.22880955849837,-76.21573107986666
162.90710959217506,-654.8238359241794,434.5753143777111,80.51689698079255,74.29018817769376,-376.48965770433745,-74.36762577071029
301.0624602095898,-688.8657916046682,276.29785015147996,10.014441909669968,80.94776415587208,-415.66132668906977,-75.1076358669836
263.7870763404948,-646.9736588169492,307.2853672228928,-33.80103981405113,72.10030202262806,-517.4902672593312,-75.46752671460152
192.95061131135844,-529.726855240046,316.83328407187696,31.12040181890616,41.766600669694704,-345.8423534023353,-74.96589216726095
149.98163711593787,-601.6151023160216,376.7549138983194,124.44769004595095,106.7500708907005,-359.5462661041114,-73.73946036340351
266.0561507697089,-519.1739053752635,330.2785065035239,-38.627830166214046,56.45976865657296,-235.63666734585902,-73.72233276455509
187.43916588612882,-692.2299643522266,272.06579962172646,-100.0855843553263,44.88447844470022,-516.0614774416955,-74.54646341226281
194.18410721564902,-624.3545992885055,416.9189276138643,-252.52433584725983,60.51556838778645,-363.6999601046797,-75.13764725057145
-29.80510195529047,-685.5464317961289,324.0923703143232,24.024836680041844,60.77100388331543,-392.50743594383295,-73.59906346332413
484.5499418432991,-736.6351190616798,282.11245531675405,24.144389959268157,29.747306704965318,-427.390137512983,-75.57862811644311
311.69718812258543,-464.2156732622752,353.2260142275747,-63.18801781976947,53.68147244661482,-163.06370283547477,-74.08068058146016
303.1173407434793,-599.8331687179345,488.5736321356592,88.43690181944645,72.30719021066284,-187.99681219658558,-74.69238446100556
235.59109733231483,-570.3095589798044,396.5272085624306,175.45507010433303,18.050392145762476,-270.3735821262158,-75.39424161156525
365.67760079697166,-524.3149014619495,408.59134110190286,74.4368013063782,89.01058804101027,-161.97621553157668,-73.99217921997283
123.09341349005086,-645.2195109852851,394.43981889295645,-68.29561682296796,71.25609352351503,-192.5572355709074,-74.91873788945503
311.296464451381,-516.5195580604757,503.16860517573946,51.340245025793145,18.213426909297414,-356.7540117812144,-76.34217602951186
233.35659114435848,-717.7000264307657,86.7494945304958,-47.59268016264122,73.44407588164147,-478.2025104165703,-76.41719044430184
14.813526522299128,-560.4795990139141,234.89613612300468,58.31625406396124,73.21279110989325,-508.168244244701,-74.68722794103157
278.67221955829393,-666.7761467164676,439.9143337679338,116.59881731075954,94.94876956953732,-236.3023751727056,-75.98029359231847
161.94945672690986,-785.3446415576103,449.8282296709031,-83.59948857601461,62.04035400846729,-265.13368196750116,-75.76605980045555
307.3192943830971,-636.5813588537118,424.2351106602777,119.89279306368421,41.70087661335312,-146.61034547624203,-75.06727748836526
302.0122376614133,-609.3750817916531,361.280337256266,-60.723135630125064,16.131606932705807,-321.1547067538818,-74.75205125272092
35.86754438092035,-594.6280671094746,313.4688446953629,-70.23955137363345,30.662258270887445,-535.7345853546801,-72.65429228341931
299.9691704429695,-622.330919042847,284.90968289066797,117.53420904989015,106.17184199620304,-304.4289724581495,-74.48580991339577
36.17391425347057,-484.3670430386711,193.73225000058204,259.600295332528,36.68606302578742,-330.4258086448853,-73.87720179600619
345.252984916365,-851.7732671807132,188.1145420849892,-66.05205623885907,72.54810878771364,-402.4039980922585,-73.30753513743997
473.22378302963403,-679.2696928840923,288.50933297649044,84.74146721751137,74.37295318482671,-533.8863376091992,-73.72851345886858
74.33398610831497,-621.0804193182599,378.3309248869142,88.88290376989883,66.07448272528889,-155.4618279945232,-75.27549002293298
156.33782300916687,-612.1534069493678,189.882408741204,-148.60546037991438,65.55905516524568,-429.0557611697406,-76.35802492138579
339.47004074173583,-644.5210054468395,259.9098044309424,160.1380202409909,41.92303034845793,-302.2543393056779,-74.95351011611672
76.8022818995558,-457.79414617753446,343.8445207975219,-36.89075008682665,77.00364424471721,-153.98815107797662,-75.50339027852955
82.71097822405932,-591.0213699566891,390.0139115784008,-108.27700044599064,71.79721346633663,-279.78631928493337,-75.54897642433914
269.93278078258834,-666.284942138362,175.5313034059381,128.78862399914578,79.61534730959283,-394.3761505460908,-75.06796506532207
466.82870505283677,-485.97979148044726,330.2466896689878,-87.60010198378563,89.83472670567814,-302.41172511519363,-74.58512629401089
327.0208809813302,-586.1156740892515,279.6796882025696,-32.462914744343855,60.33875972599157,-282.94597117352583,-74.96653392422427
222.83228330042328,-416.5567118108146,317.33745147608363,-119.14955595546805,54.22597388253322,-322.04226371736013,-76.35264731273283
-17.720142131185415,-627.1940441372471,272.65036608308185,212.14819830320658,54.73396968424919,-580.1256197862642,-73.20675802316676
20.191173769073714,-582.8305390887397,326.21979546024824,-84.58411299315317,32.975339152378,-315.37358137046414,-76.92110015438361
254.60495975327981,-603.3486312400725,251.37911446630847,72.54037683869839,68.37080742504352,-464.4524349537594,-76.3215752592574
252.3181626103101,-508.07137120653846,173.82520767411393,79.67134993292902,60.83066402575043,-362.0589995913447,-75.04537116432498
188.62830427528007,-587.9788162820354,352.0094266857631,-80.50273007153504,42.29509957970184,-286.22576829278194,-74.69040918867596
423.4951920183381,-481.55446921453733,302.5049430207845,151.97004235607614,68.78797744903001,-318.62030901614094,-74.56497358486477
198.2519134611981,-574.928027599282,363.4636262167482,-162.9722954402461,57.82331883844714,-360.3615277351358,-73.91845599777625
225.4007039878571,-580.9745167452134,512.3047362460554,-0.7186743199209769,66.66321743055428,-398.10497402617113,-75.75572853360653
271.182406039015,-637.6079327782579,354.6396199303209,227.36109887397146,32.44892026931049,-251.23049737591583,-74.19928775726945
212.91409482196445,-537.8446674281822,123.89997366210041,115.8278097565584,72.2034002945596,-378.61388342956894,-75.10541128633486
375.7806821223868,-693.9511409470077,334.7688966414793,-73.56981577960025,70.10694526610686,-169.06329776481513,-75.49903829429971
320.69294582484963,-637.9820648748632,263.77129200231826,17.63126968775544,76.36502790163355,-370.3486874369975,-75.36319112336255
190.93741610364182,-558.5334606168718,199.20341846399967,-32.243581188787175,43.166240108074824,-422.6638811690484,-75.32907537143089
252.3875222562674,-533.0641952333566,197.64526324191436,-43.266068709213116,32.89556469559339,-462.9309621047882,-74.71440354351769
47.114997541765185,-664.2700477995933,367.5517762354911,-137.9543141120927,4.101939724007259,-241.83324744732602,-72.6097767514588
308.8361864538566,-626.1817424276322,177.1903564395214,38.19455958400141,21.00084374021928,-363.3778416656656,-74.1919737444238
307.9779605769724,-578.7487283289638,315.81477152477885,24.085495920181128,82.95446128470091,-312.13167130069263,-76.50482233396093
369.2094210212702,-564.2138259872502,395.00268373381095,109.55787258266321,77.38425635117878,-204.6167314520629,-77.38993881515431
286.20362237248435,-696.2414227262834,300.0409790837438,80.85203375640779,65.75888116105078,-412.84173675026125,-73.4893954412753
242.2174355875417,-601.0437796033441,194.2474222935714,93.53053741993963,17.71951001108679,-335.8935795487672,-74.66607914181611
217.45755145733025,-646.1798436936582,465.32771252074167,-131.94335190997162,34.056821498403075,-365.09598989753266,-74.98240105034544
195.5802533906469,-644.0840632755553,435.8973502632227,-0.2727505926747593,66.53644845689915,-306.4665719523434,-74.41650877659366
88.96263783451772,-705.3997015800621,413.5236430992232,-73.47633659534834,88.80799562199505,-263.13877324585,-76.09746781647142
242.07089405920456,-578.8933359645381,343.4230180278792,-89.94352235897148,61.30211953288075,-315.88845452575964,-73.96329470852902
260.1798884653902,-582.1275551155435,231.54193427254253,-64.9240954392423,101.0908607851542,-471.4848646693741,-74.92091340644284
259.44752300904094,-783.0091969377307,466.7302453019702,88.03250208517784,41.67532536329476,-127.90753740790792,-75.34855502164228
132.05938251275012,-591.5413100694972,358.0303354619786,106.5520542654754,51.492099377203495,-209.2443769483342,-74.84732187465416
364.964767416032,-658.1983536093106,518.4590329519153,269.96570422138547,80.58530357239411,-371.0995562576767,-75.83841870157036
306.37539505186805,-536.3333441636653,268.5569301397608,-94.12024039932426,33.51578674770576,-519.9035920380312,-75.05001026923559
294.3584415253356,-613.3773234636095,355.1617378618041,57.7604398136584,77.6026769289997,-235.65812547162972,-74.657807233829
296.18761334931656,-673.9824975609788,461.6934688536232,-80.60614529184066,50.92360405881133,-293.924841666451,-73.41082117631662
127.03333613638651,-583.7677290160203,277.96313058251985,-70.92414782646506,38.17860323276668,-509.7966333732667,-75.21265387332744
234.78934582756386,-676.7998011290404,467.387259468872,-166.29297817122102,29.60564724271997,-368.7484416337746,-74.20501701260594
265.1295675055335,-710.9649984727423,76.14267874723559,108.70952685010641,24.61539775111941,-426.83973912287536,-73.74100971528462
246.12024994681542,-691.3875778248448,230.91697147119098,-52.259322430037784,33.53014546382269,-359.3604820415165,-73.04973912078162
185.42748533407573,-723.1034557751327,361.11753377733436,97.76200129779015,97.11924493683742,-252.5112952807132,-73.44193796875092
241.81437759856317,-603.4056465794342,249.33709664920104,236.85005568889457,84.28012519874916,-502.4081528355933,-75.16064528640086
144.99592646533668,-518.8584143221119,102.20439628858423,51.13729543807634,74.93111048982853,-511.5372841889235,-76.2268958677016
400.77851074955214,-682.4748176907248,367.38206837813317,101.16139083731056,39.520236125391044,-231.41859538310317,-72.28058150572194
460.65524148496553,-556.3382182542887,256.20834366551776,-34.225797252282426,70.93402026108349,-341.29267084112587,-73.72016612342945
69.31693108299064,-527.6969276764519,136.1541694822013,-37.82397612887422,34.886119904395734,-395.3109038912982,-76.2827280525565
235.96124735463508,-561.5633287917912,168.34556693231238,37.55585032223362,17.26070851950213,-366.21286305477685,-74.07085557051619
420.4336991899354,-590.9029193712862,403.6099330755964,60.812480708857976,59.214848365693825,-104.65615488570221,-74.87228289937137
147.9593861233654,-595.2406871707802,221.1944029827064,-29.85816779862278,58.35066608552536,-505.7499945175183,-76.91791893180657
340.25824951244414,-623.8994185493971,170.2793808236683,-116.51637493946993,89.95019854795572,-383.4293866966806,-75.55344886583
169.549652576828,-586.0498402485687,292.78385012165717,78.51918550481065,79.75014345114941,-385.0513390533058,-74.57781430340624
213.12286964463462,-595.844317631478,374.6283265982801,42.93997841846423,88.52229748591853,-252.87617703916487,-72.22681636250888
114.65154125784856,-615.7870654365672,138.35600606457112,-63.28508692363695,75.57586969498473,-383.0385841764472,-74.38712017336712
454.5087576130402,-459.9805233903123,315.44306650027437,121.52240896155077,73.86179400405062,-380.7024080312224,-76.6263345817372
448.9914187396285,-636.4220426224795,132.12946280018787,-25.485715799595628,66.59272946985233,-422.7764167625691,-74.06433921498889
104.61038352953987,-530.4086231422958,324.00419366033015,158.9490823230191,49.405889011887425,-338.55957459434467,-73.49280288847622
207.76131492434163,-556.679462713096,426.65447187602393,32.29446606696345,20.08688419330482,-285.12959047993763,-74.28738985990691
350.22562041999674,-718.8974722626683,346.4405391050828,-79.6363623340862,69.29541352375303,-361.80874703551933,-76.67260668555251
275.18404367968856,-607.5615888559988,86.86141428158558,241.18343593487702,55.56292457554023,-504.289720417783,-75.49109173273303
301.34679509876185,-577.8996533197951,416.5993953797292,-37.802899284702654,38.45683106670977,-370.0194099961442,-73.905881546572
241.92663174321154,-628.5374828770299,190.61193727403057,223.3627401788092,98.07248925439293,-503.5672682165036,-74.67852227098322
332.1417358267553,-577.7376434449884,205.23183423667447,-27.09375355519575,69.3332219266467,-424.16037024438486,-74.30925500773868
333.6491851985017,-504.2199624302063,259.68328938144765,103.6175152116322,33.96525836987347,-563.7259872361593,-73.6491049823608
64.94313688009206,-615.1621997559923,215.1810692098389,-141.24682887235997,41.818430821162046,-344.3838144286549,-74.28906554554311
299.7065970011716,-708.3275408289599,478.70348862021757,203.30373638767918,71.80303163431016,-351.33401732099253,-76.57228279295656
74.02766609030388,-697.4084928413321,298.0294585579764,-177.37935174341956,74.49209330239972,-282.0108389306479,-74.48824894867569
275.22012679166437,-414.20340406415824,413.189466928876,45.59195127161603,80.81460053474835,-314.75659605835574,-74.51446982715412
265.5018820267295,-500.42498175102827,122.00329461864271,-217.59984344616333,68.88699031725166,-515.4029571937893,-73.7007801359043
312.7619690938588,-831.9243440120388,410.63319673733383,-135.98562241518235,73.23336910197314,-114.35042360025592,-74.03055709416645
222.02434285721904,-610.8436982848477,350.4360497445768,122.91490903575551,97.12083303243249,-370.8298308589437,-75.58862498522096
260.48169863511464,-684.3034448074898,107.7973283124665,17.52742874949684,34.64702144008893,-394.3798287221441,-73.54271007322495
209.88937531109852,-568.7118327688529,408.3459259150963,-119.26408649252737,77.75119879084727,-157.24760018619284,-74.87998143495142
159.51314607214783,-724.117829218382,433.99435857775114,144.9947357332184,50.49639643252007,-294.7830258051593,-75.91381473133494
282.715978906639,-612.3023462228108,430.75478721830325,-68.81335758813803,48.90304357715646,-256.55472604624197,-74.49877704972445
188.93451104295517,-586.9019322212449,209.8257477537415,-104.47867669489678,47.27147716307145,-336.923262134642,-74.81891192283666
214.59491578974098,-619.5373083906628,241.48728187926812,29.77686449374507,28.017834039461512,-489.1453087593188,-74.79467366313993
140.52448711747826,-682.9879102873224,114.26803637656296,69.40723805490731,61.59252129329767,-537.7716768687131,-74.54008512076747
62.256077886338694,-500.8429620252705,365.1007509805336,-6.403490967338919,69.53858609631178,-205.2383151610909,-75.79461550861394
122.416733102541,-613.7761327959953,454.20560003754997,42.89511277187417,66.12756596106257,-273.1624276506044,-76.48341181434537
389.98842363636453,-444.19809024834746,458.54627652839525,-130.49094296952654,22.29730021700265,-306.14638644197777,-75.46535935001131
269.661423877729,-649.5740102757462,367.12366418404963,24.317035670658147,39.06581732968564,-275.2977023112694,-73.8859153656977
-16.893347046589895,-649.2509697873762,400.54914156209526,221.82169379711723,62.084837067629,-340.70596285622173,-74.13448182446047
225.2837361333081,-553.4177215930155,415.9258066389302,-96.91901620252891,21.949688641866413,-229.7773399272765,-73.21051592981037
236.8025599301397,-660.6016064516031,276.1575477049444,5.1752607384007945,59.58082412772109,-308.1471606295246,-74.85963888438648
340.8754385129605,-680.1025556352722,102.18902613594005,-90.34864239538237,81.06931839992626,-408.4461164681318,-75.032572855348
140.05701534797913,-533.1053134314832,239.46731473187032,104.9368970428968,66.20333565620398,-557.1874520881604,-75.12008290001395
168.41217982816602,-572.5383740041982,332.9252150979187,128.63711674182534,64.10739802123615,-292.4772454320323,-74.12453416423355
136.52777659933838,-667.1918122573172,453.9634915478174,55.14851205720437,52.95178413193099,-411.5058524713732,-74.93049027762041
86.25244414726107,-737.668203097609,352.2042670670126,156.76426278339594,33.78772989117769,-384.8028361327528,-75.4650337046707
230.25688266254016,-471.4585201295136,187.7259056542196,43.72808093680077,4.035794746148056,-362.77802892516974,-74.70668510415314
294.6477270648471,-712.4658114535507,289.2854431740725,-27.680113733127452,57.08066905287389,-284.81860754268484,-73.54117276232124
193.5138923029706,-473.82781198772904,274.4255364467023,71.15013628036372,75.98686609760338,-316.0170851414165,-73.80682448255988
279.4329730647668,-602.3978956622251,326.3377702116508,-66.75668022225534,45.38763356441451,-309.9818957384322,-74.05810349964442
173.2381662286187,-733.4837816216017,335.49034447715206,-67.8465031133026,57.87275840827021,-385.0382981318528,-74.25813112346914
136.68428399694307,-588.6742858154938,436.8025135523167,101.42263020140469,35.75697118883553,-247.5012439863516,-76.44094401209503
256.16180286661444,-669.5070833434281,205.4637063017593,27.6707531134042,26.48130562578783,-503.59215625568396,-75.89601298648826
107.24318260706427,-736.1628866559053,295.6688954945552,-95.09522923328122,15.505187872829074,-363.38505700519545,-74.42580066322185
438.4758798966243,-542.3945161126738,246.59271823646245,-33.55507729976469,30.243069569187952,-573.1634692719533,-74.3688108653309
204.46585595464455,-575.6311750482428,271.4827942885152,-5.125144839344851,33.26636295457175,-423.607453438624,-74.0425733099187
-26.131498819741527,-510.15623235757863,477.7816445242952,75.27269506704587,70.47739670383272,-399.57101855284674,-75.89361843379909
288.07367905505413,-711.3920327905035,413.3830102166839,-80.49005740099926,90.82300312505329,-191.35312983034146,-73.79119191474027
155.28314805915406,-580.3370550061825,244.36840276450408,368.23741278801697,58.093294751317366,-323.92968791649355,-73.79750594167487
320.0389403247073,-465.202195064672,443.941885139356,11.363132180859122,55.28576840312363,-329.9025510057405,-76.36377169121356
280.058045694681,-451.33188531730485,417.3037683061915,148.85360402145642,86.73388149198436,-133.51317139931882,-73.76323583613808
406.70799463203116,-591.7755257856677,351.29545180964334,-144.99052892753946,98.12714037683493,-394.4456447848698,-74.36753116356981
348.24201380670064,-464.52962801869484,335.41939327276543,43.967362665527496,39.549733694661974,-187.01726926392945,-75.16356796043895
197.79683983762425,-677.2533730203307,191.9429051714693,10.700356841329183,117.97181100797313,-392.7775637182446,-74.66020485121018
293.029970916911,-741.5928547471706,308.53044459467856,-67.63401327467402,44.458086167222156,-373.497004341024,-74.49298352860309
39.2942675728886,-534.2888142450591,358.9160231259169,-103.41674278355394,72.43142810120068,-245.83705711033141,-74.293162048789
188.95489410571528,-635.4913981279907,309.46562795738555,-46.17247778279965,48.73000722329819,-360.31754291226935,-75.74592714184499
398.3732043611861,-659.6619779755365,446.68961048440315,-156.13606072462906,89.57617096218075,-356.1841507115181,-72.93200416170619
176.50280522102508,-514.3716400739828,208.19813440699383,138.7456912853674,87.91490707955673,-557.1098418254037,-75.01862657185644
211.09017169875665,-471.07981529773184,466.00343514268417,108.57194246687608,71.67662913741569,-413.830951381532,-74.71177296862079
