x,y
-148.31926994456458,-148.31926994456458
-148.43453888517186,-148.43453888517186
-148.10886822286471,-148.10886822286471
-148.29640026548984,-148.29640026548984
-148.2073557548676,-148.2073557548676
-148.1336418102114,-148.1336418102114
-148.1551364179051,-148.1551364179051
-148.05434702404756,-148.05434702404756
-148.08633200979625,-148.08633200979625
-148.3189351832704,-148.3189351832704
-147.8617799930863,-147.8617799930863
-148.05214271414806,-148.05214271414806
-147.99798628228717,-147.99798628228717
-147.93476811002046,-147.93476811002046
-147.8897435278699,-147.8897435278699
-147.83707527247552,-147.83707527247552
-147.86363403226318,-147.86363403226318
-147.73290600907762,-147.73290600907762
-147.6890230657642,-147.6890230657642
-147.75883256070813,-147.75883256070813
-147.6531277194332,-147.6531277194332
-147.70779829218304,-147.70779829218304
-147.69216200114033,-147.69216200114033
-147.61893083981897,-147.61893083981897
-147.58424092038996,-147.58424092038996
-147.5524162924033,-147.5524162924033
-147.78876822181206,-147.78876822181206
-147.5331818291593,-147.5331818291593
-147.39498710354073,-147.39498710354073
-147.30572605369895,-147.30572605369895
-147.4168774284829,-147.4168774284829
-147.47877986197628,-147.47877986197628
-147.53432907859377,-147.53432907859377
-147.36306588818874,-147.36306588818874
-147.413375322657,-147.413375322657
-147.18724231047037,-147.18724231047037
-147.43606567238695,-147.43606567238695
-147.09510010174975,-147.09510010174975
-147.10457737597645,-147.10457737597645
-147.11524851058127,-147.11524851058127
-147.1337436160319,-147.1337436160319
-147.15978651378285,-147.15978651378285
-147.2293560908361,-147.2293560908361
-147.1202269966869,-147.1202269966869
-146.9273708557208,-146.9273708557208
-147.1211948333033,-147.1211948333033
-146.8101914556303,-146.8101914556303
-146.88664384060462,-146.88664384060462
-146.72634012449905,-146.72634012449905
-147.0383497669097,-147.0383497669097
-146.7688411432396,-146.7688411432396
-146.78635206079775,-146.78635206079775
-146.6699068003777,-146.6699068003777
-146.67264396347068,-146.67264396347068
-146.52327113690376,-146.52327113690376
-146.64970573271364,-146.64970573271364
-146.6650881087542,-146.6650881087542
-146.66570336139762,-146.66570336139762
-146.57820050162587,-146.57820050162587
-146.5641801677802,-146.5641801677802
-146.6825882950976,-146.6825882950976
-146.5186006297582,-146.5186006297582
-146.43164452705153,-146.43164452705153
-146.40925228859584,-146.40925228859584
-146.2954027895057,-146.2954027895057
-146.29046305074985,-146.29046305074985
-146.35794698073806,-146.35794698073806
-146.4293162817077,-146.4293162817077
-146.3008439761232,-146.3008439761232
-146.44155512309453,-146.44155512309453
-146.0707179890142,-146.0707179890142
-146.1463452825014,-146.1463452825014
-146.09022471803277,-146.09022471803277
-146.13560859298352,-146.13560859298352
-146.13974105151948,-146.13974105151948
-146.21959473828517,-146.21959473828517
-145.94900980830892,-145.94900980830892
-146.03583563655104,-146.03583563655104
-145.93580883511783,-145.93580883511783
-145.9797668688627,-145.9797668688627
-145.9230395934435,-145.9230395934435
-145.66291993436556,-145.66291993436556
-145.91992922128696,-145.91992922128696
-145.88325974428787,-145.88325974428787
-145.800945704078,-145.800945704078
-145.72283520354688,-145.72283520354688
-145.7464889002558,-145.7464889002558
-145.76736337786875,-145.76736337786875
-145.72099849640566,-145.72099849640566
-145.51652693003425,-145.51652693003425
-145.8281971480926,-145.8281971480926
-145.61191305275372,-145.61191305275372
-145.5303934957616,-145.5303934957616
-145.5535934999342,-145.5535934999342
-145.72013527295826,-145.72013527295826
-145.31258892394393,-145.31258892394393
-145.48995523537877,-145.48995523537877
-145.404869391184,-145.404869391184
-145.3910555140456,-145.3910555140456
-145.33603675058177,-145.33603675058177
-145.44184543316882,-145.44184543316882
-145.23363095536945,-145.23363095536945
-145.1928460638666,-145.1928460638666
-145.35924278902635,-145.35924278902635
-145.03542234798567,-145.03542234798567
-145.26185136610565,-145.26185136610565
-145.08144230325013,-145.08144230325013
-145.2167685266288,-145.2167685266288
-144.85734339376293,-144.85734339376293
-145.09674048315605,-145.09674048315605
-145.07426263445382,-145.07426263445382
-144.94925260540768,-144.94925260540768
-144.82289859723738,-144.82289859723738
-145.01239680053405,-145.01239680053405
-144.82916775785327,-144.82916775785327
-144.87819999321644,-144.87819999321644
-144.980858730891,-144.980858730891
-144.88506880129813,-144.88506880129813
-144.81894518799146,-144.81894518799146
-144.71315857379818,-144.71315857379818
-144.81959521973502,-144.81959521973502
-144.71106082218006,-144.71106082218006
-144.52381193594758,-144.52381193594758
-144.78652584832025,-144.78652584832025
-144.5032742668905,-144.5032742668905
-144.68602678225872,-144.68602678225872
-144.53619262146472,-144.53619262146472
-144.7206611488322,-144.7206611488322
-144.52547792978797,-144.52547792978797
-144.43516914519856,-144.43516914519856
-144.62455431485435,-144.62455431485435
-144.16105981443238,-144.16105981443238
-144.2492616492068,-144.2492616492068
-144.24577615875296,-144.24577615875296
-144.2148556228244,-144.2148556228244
-144.11232399824092,-144.11232399824092
-144.32430775822723,-144.32430775822723
-144.2732569306171,-144.2732569306171
-144.1285359127791,-144.1285359127791
-144.30161664824334,-144.30161664824334
-144.19815704718516,-144.19815704718516
-143.9420904630989,-143.9420904630989
-143.96683860453197,-143.96683860453197
-143.99306688981542,-143.99306688981542
-143.97410302424146,-143.97410302424146
-143.99797108558838,-143.99797108558838
-144.01633524148136,-144.01633524148136
-143.84625210230635,-143.84625210230635
-143.73873437616027,-143.73873437616027
-143.76255190780324,-143.76255190780324
-143.77611445492303,-143.77611445492303
-143.92318112261663,-143.92318112261663
-143.80108018719196,-143.80108018719196
-143.5338585445414,-143.5338585445414
-143.5270532094697,-143.5270532094697
-143.6722231567879,-143.6722231567879
-143.62370606293308,-143.62370606293308
-143.7714103519926,-143.7714103519926
-143.57192385659476,-143.57192385659476
-143.5005844694312,-143.5005844694312
-143.74221107336285,-143.74221107336285
-143.59508489196904,-143.59508489196904
-143.4127845754965,-143.4127845754965
-143.38762055899778,-143.38762055899778
-143.37069135878338,-143.37069135878338
-143.55822373356912,-143.55822373356912
-143.32191593527594,-143.32191593527594
-143.1114832934248,-143.1114832934248
-143.42178827339794,-143.42178827339794
-143.20850118590687,-143.20850118590687
-143.22005807193423,-143.22005807193423
-143.27398374119602,-143.27398374119602
-143.44345479157622,-143.44345479157622
-143.23427606977347,-143.23427606977347
-142.8960149074275,-142.8960149074275
-143.0224858804835,-143.0224858804835
-143.0265792844172,-143.0265792844172
-143.23553499857897,-143.23553499857897
-142.9256877478876,-142.9256877478876
-142.93795204279462,-142.93795204279462
-142.755713476708,-142.755713476708
-143.02889405626163,-143.02889405626163
-142.8458280684394,-142.8458280684394
-142.8558239983514,-142.8558239983514
-142.67663743613818,-142.67663743613818
-142.86844997659782,-142.86844997659782
-142.77147515260233,-142.77147515260233
-142.7675909168015,-142.7675909168015
-142.66951429054112,-142.66951429054112
-142.65567512915317,-142.65567512915317
-142.660017756225,-142.660017756225
-142.6950167439482,-142.6950167439482
-142.68909893552018,-142.68909893552018
-142.51412939276725,-142.51412939276725
-142.4974467763947,-142.4974467763947
-142.45059569477743,-142.45059569477743
-142.48094606257007,-142.48094606257007
-142.52395534995995,-142.52395534995995
-142.33649048242293,-142.33649048242293
-142.3025421897784,-142.3025421897784
-142.30998072774577,-142.30998072774577
-142.36279742482404,-142.36279742482404
-142.23570820411288,-142.23570820411288
-142.1968707818532,-142.1968707818532
-142.27397370776674,-142.27397370776674
-142.28580756210525,-142.28580756210525
-142.09689372744353,-142.09689372744353
-142.06825781322436,-142.06825781322436
-142.15543137988163,-142.15543137988163
-142.07912924847068,-142.07912924847068
-142.0695229060044,-142.0695229060044
-141.86301749745587,-141.86301749745587
-141.93879073741186,-141.93879073741186
-141.9564667739284,-141.9564667739284
-142.03391286639769,-142.03391286639769
-141.76286438977309,-141.76286438977309
-141.8703549325458,-141.8703549325458
-141.80457945148083,-141.80457945148083
-141.65233823557182,-141.65233823557182
-141.63503819889698,-141.63503819889698
-141.6422514209001,-141.6422514209001
-141.75205067095223,-141.75205067095223
-141.53165382059092,-141.53165382059092
-141.6276260930947,-141.6276260930947
-141.54770588761087,-141.54770588761087
-141.6019139104306,-141.6019139104306
-141.3957417407234,-141.3957417407234
-141.40918782623348,-141.40918782623348
-141.39433522510956,-141.39433522510956
-141.60996790905762,-141.60996790905762
-141.43136236076097,-141.43136236076097
-141.4088319861365,-141.4088319861365
-141.26341563941966,-141.26341563941966
-141.38141359656848,-141.38141359656848
-141.23386747294842,-141.23386747294842
-141.21588799756333,-141.21588799756333
-141.52928945976117,-141.52928945976117
-141.26717221229296,-141.26717221229296
-141.348029186595,-141.348029186595
-141.0297807597217,-141.0297807597217
-141.207549407516,-141.207549407516
-141.102981549507,-141.102981549507
-140.88745728376216,-140.88745728376216
-141.01530349818498,-141.01530349818498
-141.0064152103835,-141.0064152103835
-141.02042320296152,-141.02042320296152
-140.89801114265225,-140.89801114265225
-140.94971973335896,-140.94971973335896
-140.81651828222974,-140.81651828222974
-140.93707145683345,-140.93707145683345
-140.79338170607832,-140.79338170607832
-140.86875172899835,-140.86875172899835
-140.8812423515689,-140.8812423515689
-140.6550700378484,-140.6550700378484
-140.6326215493176,-140.6326215493176
-140.57240963667527,-140.57240963667527
-140.73686236176212,-140.73686236176212
-140.45100664055457,-140.45100664055457
-140.63171616947497,-140.63171616947497
-140.64477283782622,-140.64477283782622
-140.6354294072944,-140.6354294072944
-140.50520248127344,-140.50520248127344
-140.58904467829694,-140.58904467829694
-140.60129502257385,-140.60129502257385
-140.18303298574233,-140.18303298574233
-140.2203053666482,-140.2203053666482
-140.28647790470663,-140.28647790470663
-140.3575998516867,-140.3575998516867
-140.13379295766637,-140.13379295766637
-140.28441487632028,-140.28441487632028
-140.09128626346308,-140.09128626346308
-140.2331997808495,-140.2331997808495
-140.02213972326686,-140.02213972326686
-140.29594903312642,-140.29594903312642
-140.20308428593125,-140.20308428593125
-139.8926153569987,-139.8926153569987
-140.21934183590074,-140.21934183590074
-140.01811095347568,-140.01811095347568
-140.08885723562085,-140.08885723562085
-139.8011587238728,-139.8011587238728
-139.88925926113802,-139.88925926113802
-139.8705122038605,-139.8705122038605
-139.74093995777568,-139.74093995777568
-139.84861861471907,-139.84861861471907
-139.88223342798668,-139.88223342798668
-139.85802954977657,-139.85802954977657
-139.79332037081002,-139.79332037081002
-139.73306016313842,-139.73306016313842
-139.67106739362347,-139.67106739362347
-139.7925935181211,-139.7925935181211
-139.60635164030026,-139.60635164030026
-139.51614133601313,-139.51614133601313
-139.62734072919744,-139.62734072919744
-139.4731438560748,-139.4731438560748
-139.5086107952478,-139.5086107952478
-139.44758311891934,-139.44758311891934
-139.25907264251617,-139.25907264251617
-139.36249345532295,-139.36249345532295
-139.40427028730448,-139.40427028730448
-139.23400766388252,-139.23400766388252
-139.26670928928115,-139.26670928928115
-139.30683276245233,-139.30683276245233
-139.26761915076887,-139.26761915076887
-139.06545121233654,-139.06545121233654
-139.01459211952246,-139.01459211952246
-139.17063557525412,-139.17063557525412
-139.075826517642,-139.075826517642
-139.15646556265895,-139.15646556265895
-139.10231861622404,-139.10231861622404
-138.95583919027507,-138.95583919027507
-139.00600989875716,-139.00600989875716
-138.89273593836836,-138.89273593836836
-139.04368839555033,-139.04368839555033
-139.107692728896,-139.107692728896
-138.97952246855166,-138.97952246855166
-139.04875762855923,-139.04875762855923
-138.87764531620036,-138.87764531620036
-138.63982362737067,-138.63982362737067
-138.71597534732615,-138.71597534732615
-138.5543857326116,-138.5543857326116
-138.7351638905457,-138.7351638905457
-138.56007553734702,-138.56007553734702
-138.46467462071203,-138.46467462071203
-138.38806726659584,-138.38806726659584
-138.58757776894524,-138.58757776894524
-138.6286868251275,-138.6286868251275
-138.393908694248,-138.393908694248
-138.47505811939013,-138.47505811939013
-138.529392602219,-138.529392602219
-138.47751487958337,-138.47751487958337
-138.37769574798583,-138.37769574798583
-138.68774529334286,-138.68774529334286
-138.41540553815778,-138.41540553815778
-138.42943254898717,-138.42943254898717
-138.50116458082923,-138.50116458082923
-138.29902688631879,-138.29902688631879
-138.35133130053657,-138.35133130053657
-138.1570819606961,-138.1570819606961
-138.0858099191967,-138.0858099191967
-138.09483517420628,-138.09483517420628
-138.11229502174086,-138.11229502174086
-137.75881042711336,-137.75881042711336
-138.00066360648523,-138.00066360648523
-138.1280037904658,-138.1280037904658
-137.9723917863032,-137.9723917863032
-138.00441882685,-138.00441882685
-138.00318725430935,-138.00318725430935
-137.93649639448088,-137.93649639448088
-137.87217718907922,-137.87217718907922
-137.9214674044271,-137.9214674044271
-137.74672879424904,-137.74672879424904
-137.77152874411092,-137.77152874411092
-137.69617132219184,-137.69617132219184
-137.91547118784027,-137.91547118784027
-137.6037241999671,-137.6037241999671
-137.42462747754672,-137.42462747754672
-137.56219431468637,-137.56219431468637
-137.52858861155366,-137.52858861155366
-137.53617176835664,-137.53617176835664
-137.67580532174242,-137.67580532174242
-137.54515812567664,-137.54515812567664
-137.28340505181785,-137.28340505181785
-137.41068171589333,-137.41068171589333
-137.50305566459036,-137.50305566459036
-137.38848857915204,-137.38848857915204
-137.3991155753202,-137.3991155753202
-137.21593773822272,-137.21593773822272
-137.21321364184462,-137.21321364184462
-137.3239035806435,-137.3239035806435
-137.23807908918053,-137.23807908918053
-137.3386145142925,-137.3386145142925
-137.14222958808614,-137.14222958808614
-137.0424992716191,-137.0424992716191
-136.98737062183258,-136.98737062183258
-137.1865355267443,-137.1865355267443
-137.07668951401345,-137.07668951401345
-137.03323519788205,-137.03323519788205
-136.82900207483664,-136.82900207483664
-136.97499209385032,-136.97499209385032
-136.9486521612194,-136.9486521612194
-137.0566934105193,-137.0566934105193
-136.87153589103977,-136.87153589103977
-136.8818505378027,-136.8818505378027
-137.00330089653124,-137.00330089653124
-136.76304396618147,-136.76304396618147
-136.7926854396062,-136.7926854396062
-136.69648876237997,-136.69648876237997
-136.75204547872113,-136.75204547872113
-136.70460152169753,-136.70460152169753
-136.700222181264,-136.700222181264
-136.6511966151903,-136.6511966151903
-136.45426895335711,-136.45426895335711
-136.67342622661766,-136.67342622661766
-136.53236968089323,-136.53236968089323
-136.5694873764652,-136.5694873764652
-136.61711952101604,-136.61711952101604
-136.4566560043313,-136.4566560043313
-136.47377219414793,-136.47377219414793
-136.43078078329637,-136.43078078329637
-136.40977846333806,-136.40977846333806
-136.234188557093,-136.234188557093
-136.33707687359959,-136.33707687359959
-136.1387603630948,-136.1387603630948
-136.16398662596202,-136.16398662596202
-136.16932247568346,-136.16932247568346
-135.97335285142452,-135.97335285142452
-136.0969691572545,-136.0969691572545
-136.11153937016846,-136.11153937016846
-135.95293070947272,-135.95293070947272
-135.950539071225,-135.950539071225
-136.08406545502226,-136.08406545502226
-136.0363328805379,-136.0363328805379
-135.96958758749673,-135.96958758749673
-135.9332838512674,-135.9332838512674
-135.96631269134417,-135.96631269134417
-135.7784413844742,-135.7784413844742
-135.8180058687779,-135.8180058687779
-135.6954323603431,-135.6954323603431
-135.7465920346681,-135.7465920346681
-135.66247201153078,-135.66247201153078
-135.7652382329353,-135.7652382329353
-135.76618595005553,-135.76618595005553
-135.82290597677678,-135.82290597677678
-135.8077450456906,-135.8077450456906
-135.5591063643636,-135.5591063643636
-135.46193737891983,-135.46193737891983
-135.45744297194975,-135.45744297194975
-135.52821196611512,-135.52821196611512
-135.64070215914137,-135.64070215914137
-135.5907631688029,-135.5907631688029
-135.40449509878917,-135.40449509878917
-135.3559287017835,-135.3559287017835
-135.2758193013116,-135.2758193013116
-135.21966962245676,-135.21966962245676
-135.35918046569466,-135.35918046569466
-135.30062257394732,-135.30062257394732
-135.3008436943524,-135.3008436943524
-135.2976133090267,-135.2976133090267
-135.25890696928343,-135.25890696928343
-135.23054199101333,-135.23054199101333
-135.11780688319482,-135.11780688319482
-135.1502999806731,-135.1502999806731
-135.16072722333897,-135.16072722333897
-135.01259925294647,-135.01259925294647
-134.90832782155186,-134.90832782155186
-134.81405193165043,-134.81405193165043
-134.7599295611465,-134.7599295611465
-135.05545711615702,-135.05545711615702
-134.85895018685383,-134.85895018685383
-134.9272192813806,-134.9272192813806
-134.72526148884305,-134.72526148884305
-134.7393142681003,-134.7393142681003
-134.65457767559968,-134.65457767559968
-134.80165630823845,-134.80165630823845
-134.5172539736051,-134.5172539736051
-134.7541080796333,-134.7541080796333
-134.6437436843253,-134.6437436843253
-134.57975322308118,-134.57975322308118
-134.63147125808868,-134.63147125808868
-134.6887305825753,-134.6887305825753
-134.66679207189136,-134.66679207189136
-134.41643580374443,-134.41643580374443
-134.52509606581054,-134.52509606581054
-134.4718836987199,-134.4718836987199
-134.529746752931,-134.529746752931
-134.18560167387358,-134.18560167387358
-134.2602049569238,-134.2602049569238
-134.21410189043758,-134.21410189043758
-134.1917591195309,-134.1917591195309
-134.34495396619388,-134.34495396619388
-134.16023792843868,-134.16023792843868
-134.24787288865085,-134.24787288865085
-133.9924948147157,-133.9924948147157
-134.15681585432145,-134.15681585432145
-134.10645284648658,-134.10645284648658
-134.14538869603504,-134.14538869603504
-133.87712690698194,-133.87712690698194
-134.00922104399214,-134.00922104399214
-133.9463723149174,-133.9463723149174
-134.01739760793456,-134.01739760793456
-134.03011634747915,-134.03011634747915
-134.08304864391883,-134.08304864391883
-133.89964501831508,-133.89964501831508
-133.86422772019688,-133.86422772019688
-134.00926804504576,-134.00926804504576
-133.80062991566018,-133.80062991566018
-133.93185883597928,-133.93185883597928
-133.6905138477903,-133.6905138477903
-133.82110275305303,-133.82110275305303
-133.72590500688224,-133.72590500688224
-133.54799762027847,-133.54799762027847
-133.63714607299713,-133.63714607299713
-133.75128559872374,-133.75128559872374
-133.55193895785118,-133.55193895785118
-133.5164140529137,-133.5164140529137
-133.37089849473847,-133.37089849473847
-133.45820375028174,-133.45820375028174
-133.32464644451085,-133.32464644451085
-133.49046001934218,-133.49046001934218
-133.43725402569106,-133.43725402569106
-133.35309724281908,-133.35309724281908
-133.33481203391779,-133.33481203391779
-133.3505979770336,-133.3505979770336
-133.19726613979367,-133.19726613979367
-133.19966739190411,-133.19966739190411
-133.05905610452638,-133.05905610452638
-133.05407572392903,-133.05407572392903
-133.26553468739968,-133.26553468739968
-133.26656522197612,-133.26656522197612
-133.1380483531961,-133.1380483531961
-133.21622918658127,-133.21622918658127
-133.0045863954162,-133.0045863954162
-133.0528008981749,-133.0528008981749
-133.03863187776153,-133.03863187776153
-132.95529854785022,-132.95529854785022
-132.99322002832002,-132.99322002832002
-132.95868793137143,-132.95868793137143
-132.76097371191793,-132.76097371191793
-132.9095222477054,-132.9095222477054
-132.6660924216307,-132.6660924216307
-132.76061630998228,-132.76061630998228
-132.76844324000535,-132.76844324000535
-132.64575433953578,-132.64575433953578
-132.56307426425545,-132.56307426425545
-132.47395258790505,-132.47395258790505
-132.51231892688756,-132.51231892688756
-132.5669578287629,-132.5669578287629
-132.58649760165335,-132.58649760165335
-132.47460311487086,-132.47460311487086
-132.43687918417976,-132.43687918417976
-132.46919023159674,-132.46919023159674
-132.62789468727303,-132.62789468727303
-132.3560822791039,-132.3560822791039
-132.2546794757251,-132.2546794757251
-132.25478825210334,-132.25478825210334
-132.19805876242975,-132.19805876242975
-132.1075942805864,-132.1075942805864
-132.10033784475144,-132.10033784475144
-132.23119308530173,-132.23119308530173
-132.13565505286482,-132.13565505286482
-132.26181995362796,-132.26181995362796
-132.14961717679518,-132.14961717679518
-132.07397595470155,-132.07397595470155
-132.09337077271778,-132.09337077271778
-131.89304649412804,-131.89304649412804
-132.19052952279876,-132.19052952279876
-131.99122501241658,-131.99122501241658
-132.01136205224174,-132.01136205224174
-131.95562203638542,-131.95562203638542
-131.75802796909355,-131.75802796909355
-131.8792577533534,-131.8792577533534
-131.5363709494995,-131.5363709494995
-131.6808072447157,-131.6808072447157
-131.8443117457286,-131.8443117457286
-131.8230957368814,-131.8230957368814
-131.59948724129302,-131.59948724129302
-131.74238815894785,-131.74238815894785
-131.81247586760986,-131.81247586760986
-131.63902346893505,-131.63902346893505
-131.5883519534257,-131.5883519534257
-131.4011630204816,-131.4011630204816
-131.56810506368092,-131.56810506368092
-131.4828061325059,-131.4828061325059
-131.3523271839206,-131.3523271839206
-131.61453673395334,-131.61453673395334
-131.46178457883462,-131.46178457883462
-131.4247373401095,-131.4247373401095
-131.39126673265406,-131.39126673265406
-131.3411378963476,-131.3411378963476
-131.21911028365693,-131.21911028365693
-131.2176639683822,-131.2176639683822
-131.2287769158442,-131.2287769158442
-131.1212676582948,-131.1212676582948
-131.0640456508253,-131.0640456508253
-131.2223481493785,-131.2223481493785
-131.19493829309346,-131.19493829309346
-130.99527542924054,-130.99527542924054
-131.13909332204577,-131.13909332204577
-130.88528994440077,-130.88528994440077
-130.9399098052063,-130.9399098052063
-130.86701223690451,-130.86701223690451
-130.87342518102716,-130.87342518102716
-130.7632493284369,-130.7632493284369
-130.88979604775375,-130.88979604775375
-130.7660272878096,-130.7660272878096
-130.67952044923453,-130.67952044923453
-130.64661110980484,-130.64661110980484
-130.74316020669565,-130.74316020669565
-130.60667794558205,-130.60667794558205
-130.73166764942852,-130.73166764942852
-130.54507077306636,-130.54507077306636
-130.51708056538752,-130.51708056538752
-130.3433001430608,-130.3433001430608
-130.4774257451975,-130.4774257451975
-130.4988393675429,-130.4988393675429
-130.45178316286126,-130.45178316286126
-130.37739697355474,-130.37739697355474
-130.2967551009998,-130.2967551009998
-130.26047804836116,-130.26047804836116
-130.39193678380306,-130.39193678380306
-130.28950223411866,-130.28950223411866
-130.31833065660078,-130.31833065660078
-130.19494900890268,-130.19494900890268
-130.27198932055285,-130.27198932055285
-130.31483621886758,-130.31483621886758
-130.15168760206618,-130.15168760206618
-130.28384961662726,-130.28384961662726
-130.0149700798767,-130.0149700798767
-130.1354697845909,-130.1354697845909
-129.97099987024777,-129.97099987024777
-129.92708906937278,-129.92708906937278
-129.90407499332474,-129.90407499332474
-129.88883471976092,-129.88883471976092
-129.95640876785615,-129.95640876785615
-129.99519671903792,-129.99519671903792
-129.80574506501,-129.80574506501
-129.70450191089577,-129.70450191089577
-129.825348960665,-129.825348960665
-129.7317875014308,-129.7317875014308
-129.68754939586208,-129.68754939586208
-129.75072998472385,-129.75072998472385
-129.4998303043539,-129.4998303043539
-129.59511896842739,-129.59511896842739
-129.44453277607522,-129.44453277607522
-129.7418059821756,-129.7418059821756
-129.55463623594818,-129.55463623594818
-129.49804607310014,-129.49804607310014
-129.60415811238627,-129.60415811238627
-129.4302762223254,-129.4302762223254
-129.48039465977726,-129.48039465977726
-129.25051637758597,-129.25051637758597
-129.25267431146872,-129.25267431146872
-129.44321465435695,-129.44321465435695
-129.2869170774744,-129.2869170774744
-129.15693335036042,-129.15693335036042
-129.15390259415068,-129.15390259415068
-129.11986709884798,-129.11986709884798
-129.10645206357992,-129.10645206357992
-129.23081411181695,-129.23081411181695
-129.05444998854014,-129.05444998854014
-129.03152394454116,-129.03152394454116
-128.89401102928548,-128.89401102928548
-129.14953545482652,-129.14953545482652
-129.17055702064403,-129.17055702064403
-129.14041840985092,-129.14041840985092
-128.96511529873473,-128.96511529873473
-128.88864444589893,-128.88864444589893
-128.86526139413684,-128.86526139413684
-129.03010354078384,-129.03010354078384
-128.77598958020033,-128.77598958020033
-128.8796923867518,-128.8796923867518
-128.91618581399985,-128.91618581399985
-128.86198796175657,-128.86198796175657
-128.6580905494194,-128.6580905494194
-128.56576068932907,-128.56576068932907
-128.67249604704307,-128.67249604704307
-128.6547398791022,-128.6547398791022
-128.65198029896786,-128.65198029896786
-128.5370633666263,-128.5370633666263
-128.70969152272576,-128.70969152272576
-128.56008522761897,-128.56008522761897
-128.4204028109162,-128.4204028109162
-128.53531366214597,-128.53531366214597
-128.47572296167874,-128.47572296167874
-128.4385019169445,-128.4385019169445
-128.33043753236876,-128.33043753236876
-128.49406916934603,-128.49406916934603
-128.09859920070727,-128.09859920070727
-128.3130650303616,-128.3130650303616
-128.1251816018682,-128.1251816018682
-128.14863974483228,-128.14863974483228
-128.19138207243984,-128.19138207243984
-128.15409352065257,-128.15409352065257
-127.89300059183653,-127.89300059183653
-128.10907136889597,-128.10907136889597
-128.10632442399918,-128.10632442399918
-128.11026622956123,-128.11026622956123
-128.08714897110661,-128.08714897110661
-128.00666103541022,-128.00666103541022
-127.93631099735872,-127.93631099735872
-127.85936944315306,-127.85936944315306
-127.82774482489333,-127.82774482489333
-127.83759196798468,-127.83759196798468
-127.8160696286583,-127.8160696286583
-127.80715218342381,-127.80715218342381
-127.68016280435918,-127.68016280435918
-127.71738085673823,-127.71738085673823
-127.70485546730623,-127.70485546730623
-127.66232323177643,-127.66232323177643
-127.7126587670449,-127.7126587670449
-127.69330607501794,-127.69330607501794
-127.71100667171343,-127.71100667171343
-127.5853265031742,-127.5853265031742
-127.61940588981754,-127.61940588981754
-127.57285478358472,-127.57285478358472
-127.46638136675331,-127.46638136675331
-127.42379224241556,-127.42379224241556
-127.45330964972489,-127.45330964972489
-127.39131744978302,-127.39131744978302
-127.54280686877561,-127.54280686877561
-127.18535373658054,-127.18535373658054
-127.24816639645806,-127.24816639645806
-127.36044891267696,-127.36044891267696
-127.29589683857552,-127.29589683857552
-127.34753266389423,-127.34753266389423
-127.22517158534289,-127.22517158534289
-127.08311105661721,-127.08311105661721
-127.18558053993543,-127.18558053993543
-127.02999151759235,-127.02999151759235
-126.91984158732,-126.91984158732
-127.12424781162585,-127.12424781162585
-127.07768969996182,-127.07768969996182
-127.0477254670435,-127.0477254670435
-126.81285611155121,-126.81285611155121
-126.85224469484326,-126.85224469484326
-126.87675533115156,-126.87675533115156
-126.73582865750058,-126.73582865750058
-126.75687114340101,-126.75687114340101
-126.7653364565839,-126.7653364565839
-126.6723784221305,-126.6723784221305
-126.80026469454361,-126.80026469454361
-126.82704541598174,-126.82704541598174
-126.77461576497056,-126.77461576497056
